Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"SPRY2","Sprouty RTK Signaling Antagonist 2","Protein Coding","O43597","56","GC13M080335","10.187894821167","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPRY2"
"CDH11","Cadherin 11","Protein Coding","P55287","55","GC16M064943","10.1828651428223","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH11"
"CP","Ceruloplasmin","Protein Coding","P00450","57","GC03M149162","10.1807250976563","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CP"
"HOXA9","Homeobox A9","Protein Coding","P31269","46","GC07M027162","10.1788940429688","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXA9"
"EPHB6","EPH Receptor B6","Protein Coding","O15197","51","GC07P155714","10.1677503585815","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHB6"
"NTN1","Netrin 1","Protein Coding","O95631","54","GC17P100538","10.1571769714355","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTN1"
"NET1","Neuroepithelial Cell Transforming 1","Protein Coding","Q7Z628","50","GC10P005414","10.1555261611938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NET1"
"NUDT1","Nudix Hydrolase 1","Protein Coding","P36639","51","GC07P002242","10.155330657959","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT1"
"FABP4","Fatty Acid Binding Protein 4","Protein Coding","P15090","51","GC08M081478","10.1549472808838","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP4"
"SLC1A5","Solute Carrier Family 1 Member 5","Protein Coding","Q15758","52","GC19M089107","10.1493263244629","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A5"
"HLA-DQA1","Major Histocompatibility Complex, Class II, DQ Alpha 1","Protein Coding","P01909","51","GC06P125521","10.1301193237305","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DQA1"
"LATS1","Large Tumor Suppressor Kinase 1","Protein Coding","O95835","52","GC06M149658","10.1238555908203","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LATS1"
"CAPN10","Calpain 10","Protein Coding","Q9HC96","49","GC02P240586","10.1156702041626","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN10"
"CXCR3","C-X-C Motif Chemokine Receptor 3","Protein Coding","P49682","52","GC0XM071615","10.110369682312","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR3"
"ARID1B","AT-Rich Interaction Domain 1B","Protein Coding","Q8NFD5","52","GC06P156777","10.1042518615723","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARID1B"
"EEF2","Eukaryotic Translation Elongation Factor 2","Protein Coding","P13639","57","GC19M003976","10.102575302124","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF2"
"MIR625","MicroRNA 625","RNA Gene","","21","GC14P065471","10.1001844406128","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR625"
"MBD2","Methyl-CpG Binding Domain Protein 2","Protein Coding","Q9UBB5","49","GC18M054151","10.100136756897","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBD2"
"CDC20","Cell Division Cycle 20","Protein Coding","Q12834","54","GC01P043358","10.0986042022705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC20"
"RPS6KB2","Ribosomal Protein S6 Kinase B2","Protein Coding","Q9UBS0","54","GC11P067428","10.0857610702515","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KB2"
"MAP3K20","Mitogen-Activated Protein Kinase Kinase Kinase 20","Protein Coding","Q9NYL2","53","GC02P173076","10.0854549407959","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K20"
"ADRB2","Adrenoceptor Beta 2","Protein Coding","P07550","56","GC05P150836","10.0850172042847","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRB2"
"ELF3","E74 Like ETS Transcription Factor 3","Protein Coding","P78545","48","GC01P202007","10.0777521133423","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELF3"
"KDM5B","Lysine Demethylase 5B","Protein Coding","Q9UGL1","54","GC01M202696","10.0769681930542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM5B"
"ZBTB16","Zinc Finger And BTB Domain Containing 16","Protein Coding","Q05516","51","GC11P114059","10.0741844177246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB16"
"TES","Testin LIM Domain Protein","Protein Coding","Q9UGI8","47","GC07P116210","10.0674886703491","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TES"
"PAX3","Paired Box 3","Protein Coding","P23760","55","GC02M222199","10.0666332244873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAX3"
"PAX7","Paired Box 7","Protein Coding","P23759","51","GC01P019768","10.0617742538452","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAX7"
"MBL2","Mannose Binding Lectin 2","Protein Coding","P11226","55","GC10M052760","10.0573081970215","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBL2"
"WNT6","Wnt Family Member 6","Protein Coding","Q9Y6F9","49","GC02P218859","10.0570993423462","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT6"
"PDIA3","Protein Disulfide Isomerase Family A Member 3","Protein Coding","P30101","52","GC15P043746","10.0545310974121","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDIA3"
"NEK2","NIMA Related Kinase 2","Protein Coding","P51955","58","GC01M211658","10.0392332077026","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK2"
"MIR506","MicroRNA 506","RNA Gene","","20","GC0XM147230","10.0367555618286","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR506"
"HPRT1","Hypoxanthine Phosphoribosyltransferase 1","Protein Coding","P00492","57","GC0XP134460","10.0326690673828","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPRT1"
"ROCK2","Rho Associated Coiled-Coil Containing Protein Kinase 2","Protein Coding","O75116","54","GC02M011437","10.0180549621582","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROCK2"
"KLK11","Kallikrein Related Peptidase 11","Protein Coding","Q9UBX7","49","GC19M089302","9.98694610595703","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK11"
"UBE2I","Ubiquitin Conjugating Enzyme E2 I","Protein Coding","P63279","56","GC16P064969","9.98160076141357","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2I"
"LNCBRM","LncRNA SMARCA2 (BRM) Associated","RNA Gene","","16","GC05P057571","9.98143291473389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LNCBRM"
"CCAR2","Cell Cycle And Apoptosis Regulator 2","Protein Coding","Q8N163","45","GC08P022604","9.97557544708252","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCAR2"
"AZGP1","Alpha-2-Glycoprotein 1, Zinc-Binding","Protein Coding","P25311","51","GC07M099972","9.97459888458252","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AZGP1"
"ENOX2","Ecto-NOX Disulfide-Thiol Exchanger 2","Protein Coding","Q16206","44","GC0XM130623","9.96816921234131","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENOX2"
"TRPS1","Transcriptional Repressor GATA Binding 1","Protein Coding","Q9UHF7","54","GC08M115408","9.96470069885254","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPS1"
"RPTOR","Regulatory Associated Protein Of MTOR Complex 1","Protein Coding","Q8N122","51","GC17P080544","9.9628963470459","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPTOR"
"CLIC1","Chloride Intracellular Channel 1","Protein Coding","O00299","50","GC06M090755","9.96045589447021","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLIC1"
"LTO1","LTO1 Maturation Factor Of ABCE1","Protein Coding","Q8WV07","40","GC11M121390","9.94919681549072","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTO1"
"S100B","S100 Calcium Binding Protein B","Protein Coding","P04271","53","GC21M053282","9.94828987121582","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100B"
"SMAD1","SMAD Family Member 1","Protein Coding","Q15797","52","GC04P145481","9.94161224365234","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD1"
"RAP1A","RAP1A, Member Of RAS Oncogene Family","Protein Coding","P62834","53","GC01P111542","9.94095897674561","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAP1A"
"TCHP","Trichoplein Keratin Filament Binding","Protein Coding","Q9BT92","44","GC12P109886","9.93085479736328","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCHP"
"TMEM71","Transmembrane Protein 71","Protein Coding","Q6P5X7","39","GC08M132685","9.93017673492432","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM71"
"MDK","Midkine","Protein Coding","P21741","51","GC11P046380","9.91669750213623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDK"
"PIM1","Pim-1 Proto-Oncogene, Serine/Threonine Kinase","Protein Coding","P11309","57","GC06P125643","9.91243362426758","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIM1"
"APOBEC3B","Apolipoprotein B MRNA Editing Enzyme Catalytic Subunit 3B","Protein Coding","Q9UH17","46","GC22P038982","9.90969181060791","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOBEC3B"
"URI1","URI1 Prefoldin Like Chaperone","Protein Coding","O94763","44","GC19P029923","9.9078254699707","https://www.genecards.org/cgi-bin/carddisp.pl?gene=URI1"
"LCK","LCK Proto-Oncogene, Src Family Tyrosine Kinase","Protein Coding","P06239","60","GC01P032251","9.90280342102051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCK"
"TRAF2","TNF Receptor Associated Factor 2","Protein Coding","Q12933","53","GC09P136881","9.89366054534912","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF2"
"PRKAB1","Protein Kinase AMP-Activated Non-Catalytic Subunit Beta 1","Protein Coding","Q9Y478","56","GC12P119667","9.89219284057617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAB1"
"TRPV6","Transient Receptor Potential Cation Channel Subfamily V Member 6","Protein Coding","Q9H1D0","55","GC07M142871","9.89067459106445","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPV6"
"VAV3","Vav Guanine Nucleotide Exchange Factor 3","Protein Coding","Q9UKW4","51","GC01M107571","9.88446617126465","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAV3"
"CASP5","Caspase 5","Protein Coding","P51878","51","GC11M121983","9.87255382537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP5"
"PRAME","PRAME Nuclear Receptor Transcriptional Regulator","Protein Coding","P78395","45","GC22M022547","9.86715316772461","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRAME"
"RHOBTB2","Rho Related BTB Domain Containing 2","Protein Coding","Q9BYZ6","49","GC08P024072","9.86436367034912","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOBTB2"
"DEK","DEK Proto-Oncogene","Protein Coding","P35659","49","GC06M018224","9.84482192993164","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEK"
"GPR4","G Protein-Coupled Receptor 4","Protein Coding","P46093","47","GC19M045589","9.83812999725342","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR4"
"GLS","Glutaminase","Protein Coding","O94925","58","GC02P190880","9.8328104019165","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLS"
"IBSP","Integrin Binding Sialoprotein","Protein Coding","P21815","47","GC04P087799","9.81544399261475","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IBSP"
"NKX3-1","NK3 Homeobox 1","Protein Coding","Q99801","49","GC08M023678","9.813232421875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKX3-1"
"RPS6","Ribosomal Protein S6","Protein Coding","P62753","52","GC09M019375","9.81105709075928","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6"
"TERF2","Telomeric Repeat Binding Factor 2","Protein Coding","Q15554","49","GC16M069355","9.81079006195068","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERF2"
"SEMA3B","Semaphorin 3B","Protein Coding","Q13214","48","GC03P050267","9.80991840362549","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEMA3B"
"RUVBL1","RuvB Like AAA ATPase 1","Protein Coding","Q9Y265","53","GC03M128064","9.80881118774414","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUVBL1"
"UMPS","Uridine Monophosphate Synthetase","Protein Coding","P11172","55","GC03P124730","9.79801273345947","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UMPS"
"CGB3","Chorionic Gonadotropin Subunit Beta 3","Protein Coding","P0DN86","42","GC19M089181","9.79167366027832","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGB3"
"NAPSA","Napsin A Aspartic Peptidase","Protein Coding","O96009","48","GC19M089268","9.7847900390625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAPSA"
"SDC4","Syndecan 4","Protein Coding","P31431","50","GC20M045325","9.78323936462402","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDC4"
"ATF2","Activating Transcription Factor 2","Protein Coding","P15336","56","GC02M175072","9.77259635925293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF2"
"BCAS1","Brain Enriched Myelin Associated Protein 1","Protein Coding","O75363","45","GC20M053936","9.77167987823486","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCAS1"
"ACP1","Acid Phosphatase 1","Protein Coding","P24666","52","GC02P000750","9.76925277709961","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACP1"
"PRKAA2","Protein Kinase AMP-Activated Catalytic Subunit Alpha 2","Protein Coding","P54646","58","GC01P056645","9.76394081115723","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAA2"
"LINC01419","Long Intergenic Non-Protein Coding RNA 1419","RNA Gene","","18","GC08P083403","9.74279022216797","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01419"
"PIAS1","Protein Inhibitor Of Activated STAT 1","Protein Coding","O75925","54","GC15P068054","9.74040412902832","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIAS1"
"PSEN2","Presenilin 2","Protein Coding","P49810","57","GC01P226870","9.73214721679688","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSEN2"
"MIR379","MicroRNA 379","RNA Gene","","22","GC14P115605","9.72197723388672","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR379"
"CDK5","Cyclin Dependent Kinase 5","Protein Coding","Q00535","62","GC07M151053","9.71995067596436","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5"
"CASP6","Caspase 6","Protein Coding","P55212","56","GC04M109688","9.71908950805664","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP6"
"ROBO1","Roundabout Guidance Receptor 1","Protein Coding","Q9Y6N7","52","GC03M078597","9.70663738250732","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROBO1"
"CIB1","Calcium And Integrin Binding 1","Protein Coding","Q99828","51","GC15M090229","9.70349597930908","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIB1"
"THPO","Thrombopoietin","Protein Coding","P40225","52","GC03M184371","9.69624805450439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THPO"
"BRD4","Bromodomain Containing 4","Protein Coding","O60885","56","GC19M019718","9.69457054138184","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRD4"
"FTO","FTO Alpha-Ketoglutarate Dependent Dioxygenase","Protein Coding","Q9C0B1","55","GC16P067676","9.69427490234375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FTO"
"GGT1","Gamma-Glutamyltransferase 1","Protein Coding","P19440","57","GC22P024583","9.68046760559082","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGT1"
"TRIM33","Tripartite Motif Containing 33","Protein Coding","Q9UPN9","51","GC01M114392","9.67339897155762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM33"
"SLC49A4","Solute Carrier Family 49 Member 4","Protein Coding","Q96SL1","41","GC03P122872","9.67140960693359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC49A4"
"CSE1L","Chromosome Segregation 1 Like","Protein Coding","P55060","48","GC20P049046","9.66792583465576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSE1L"
"CRH","Corticotropin Releasing Hormone","Protein Coding","P06850","51","GC08M066176","9.65654373168945","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRH"
"ISG15","ISG15 Ubiquitin Like Modifier","Protein Coding","P05161","55","GC01P001001","9.65254783630371","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ISG15"
"IL32","Interleukin 32","Protein Coding","P24001","47","GC16P065053","9.65116405487061","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL32"
"IGF2BP2","Insulin Like Growth Factor 2 MRNA Binding Protein 2","Protein Coding","Q9Y6M1","53","GC03M185643","9.65077972412109","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2BP2"
"APOD","Apolipoprotein D","Protein Coding","P05090","51","GC03M195568","9.64668750762939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOD"
"HDAC5","Histone Deacetylase 5","Protein Coding","Q9UQL6","56","GC17M044076","9.64113521575928","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC5"
"SRSF2","Serine And Arginine Rich Splicing Factor 2","Protein Coding","Q01130","49","GC17M076734","9.63036918640137","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF2"
"CLOCK","Clock Circadian Regulator","Protein Coding","O15516","52","GC04M055427","9.62379932403564","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLOCK"
"VLDLR-AS1","VLDLR Antisense RNA 1","RNA Gene","","21","GC09M002386","9.62375259399414","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VLDLR-AS1"
"DMC1","DNA Meiotic Recombinase 1","Protein Coding","Q14565","49","GC22M074882","9.62299156188965","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMC1"
"KAT5","Lysine Acetyltransferase 5","Protein Coding","Q92993","58","GC11P065711","9.61833572387695","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT5"
"MAP2K5","Mitogen-Activated Protein Kinase Kinase 5","Protein Coding","Q13163","53","GC15P148664","9.61282444000244","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K5"
"LAMA5","Laminin Subunit Alpha 5","Protein Coding","O15230","52","GC20M062307","9.60274982452393","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMA5"
"MIR543","MicroRNA 543","RNA Gene","","18","GC14P114638","9.60238552093506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR543"
"SIX1","SIX Homeobox 1","Protein Coding","Q15475","51","GC14M060643","9.60024452209473","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIX1"
"LSP1","Lymphocyte Specific Protein 1","Protein Coding","P33241","48","GC11P007435","9.59627151489258","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LSP1"
"PROS1","Protein S","Protein Coding","P07225","57","GC03M093873","9.58836269378662","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROS1"
"UGDH","UDP-Glucose 6-Dehydrogenase","Protein Coding","O60701","54","GC04M039502","9.58441829681396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGDH"
"ABCC4","ATP Binding Cassette Subfamily C Member 4 (PEL Blood Group)","Protein Coding","O15439","53","GC13M095019","9.58204746246338","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCC4"
"MMP26","Matrix Metallopeptidase 26","Protein Coding","Q9NRE1","45","GC11P007594","9.55786800384521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP26"
"KNL1","Kinetochore Scaffold 1","Protein Coding","Q8NG31","46","GC15P148064","9.54530429840088","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KNL1"
"UGT1A7","UDP Glucuronosyltransferase Family 1 Member A7","Protein Coding","Q9HAW7","48","GC02P233681","9.53597450256348","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT1A7"
"ACE","Angiotensin I Converting Enzyme","Protein Coding","P12821","60","GC17P063477","9.53139877319336","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACE"
"RXRB","Retinoid X Receptor Beta","Protein Coding","P28702","55","GC06M033193","9.52536773681641","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RXRB"
